"","COI.0421.1Prt.Dn.2","COI.0421.1Prt.Up.1","COI.0421.1Prt.Up.3","Delta.1m1.072021","Delta.1m2.072021","Delta.1m3.072021","MBT.1m1.072021"
"NA__NA__Oomycetes__NA__NA__NA__NA__Seq_0297",37,73,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0298",22,41,47,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0299",102,0,7,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0300",29,0,80,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0301",60,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0302",58,0,50,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0303",42,0,65,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0304",27,58,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0305",23,20,64,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0306",81,0,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0307",45,46,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0308",37,23,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0309",37,29,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0310",30,18,58,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0311",15,0,91,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0312",96,0,9,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0313",56,49,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0314",55,0,50,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0315",49,5,51,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0316",8,12,85,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0317",104,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0318",104,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0319",44,0,59,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0320",10,18,75,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0321",83,0,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0322",33,0,69,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0323",11,0,91,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0324",101,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0325",54,26,21,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0326",52,0,49,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0327",42,20,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0328",23,20,58,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0329",100,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0330",76,0,24,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0331",71,0,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0332",67,32,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0333",58,41,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0334",53,0,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0335",13,21,65,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0336",98,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0337",98,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0338",75,23,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0339",66,0,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0340",97,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0341",66,0,31,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0342",36,61,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0343",26,28,43,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0344",90,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0345",74,0,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0346",57,39,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0347",8,9,79,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0348",95,0,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_0349",95,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0350",69,26,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0351",69,0,26,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0352",63,0,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0353",53,25,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0354",52,0,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0355",43,10,42,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0356",9,33,53,0,0,0,0
"Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Seq_0357",94,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0358",61,14,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0359",53,0,41,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0360",51,21,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0361",40,17,37,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0362",35,16,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0363",29,31,34,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0364",21,17,56,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0365",11,22,61,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0366",93,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0367",54,39,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0368",48,21,24,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0369",39,22,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0370",33,60,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0371",16,0,76,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0372",41,17,33,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0373",90,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0374",37,0,53,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0375",30,32,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0376",16,0,74,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0377",14,30,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0378",66,0,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0379",76,12,0,0,0,0,0
"NA__NA__Oomycetes__Peronosporales__Peronosporaceae__Phytophthora__Phytophthora lacustris__Seq_0380",47,41,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0381",41,7,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0382",23,0,65,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0383",87,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0384",87,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0385",48,18,21,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0386",43,0,44,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0387",40,47,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0388",16,0,71,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0389",86,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0390",45,0,41,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0391",39,47,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0392",19,29,38,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0393",12,25,49,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0394",85,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0395",62,0,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0396",39,18,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0397",38,0,47,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0398",84,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0399",37,0,47,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0400",13,0,71,0,0,0,0
"NA__NA__Oomycetes__NA__NA__NA__NA__Seq_0401",83,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0402",54,29,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0403",46,37,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0404",82,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0405",82,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0406",60,22,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0407",30,20,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0408",24,23,35,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0409",7,19,56,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0410",81,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0411",31,0,50,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0412",30,0,51,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0413",23,58,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0414",14,15,52,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0415",80,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0416",80,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0417",54,26,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0418",22,12,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0419",79,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0420",50,29,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0421",46,10,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0422",18,48,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0423",78,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0424",30,18,30,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0425",29,24,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0426",29,0,49,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0427",27,51,0,0,0,0,0
"NA__Bacillariophyta__Bacillariophyceae__NA__NA__NA__NA__Seq_0428",22,27,29,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0429",17,16,45,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0430",11,33,34,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0431",11,31,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0432",77,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0433",77,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0434",57,0,20,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0435",51,26,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0436",22,0,55,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0437",8,32,37,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0438",76,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0439",76,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0440",54,0,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0441",37,20,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0442",13,13,50,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0443",75,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0444",75,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0445",75,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0446",75,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0447",57,0,18,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0448",44,3,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0449",39,36,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0450",36,0,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0451",35,13,27,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0452",74,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0453",70,4,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0454",57,17,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0455",38,16,20,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0456",34,40,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0457",15,13,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0458",73,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0459",73,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0460",41,15,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0461",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0462",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0463",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0464",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0465",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0466",72,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0467",58,14,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0468",47,0,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0469",14,18,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0470",71,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0471",27,0,44,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0472",9,8,54,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0473",47,8,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0474",33,0,37,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0475",18,43,9,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0476",69,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0477",69,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0478",69,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0479",69,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0480",52,17,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0481",34,0,35,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0482",23,0,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0483",17,12,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0484",13,32,24,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0485",8,36,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0486",34,6,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0487",32,0,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0488",28,0,40,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0489",67,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0490",67,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0491",36,31,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0492",34,33,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0493",29,8,29,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0494",28,7,31,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0495",65,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0496",65,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0497",38,27,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0498",36,29,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0499",29,0,36,0,0,0,0
"NA__NA__Oomycetes__Pythiales__Pythiaceae__NA__NA__Seq_0500",20,22,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0501",14,0,51,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0502",64,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0503",64,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0504",43,21,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0505",26,14,24,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0506",18,18,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0507",12,27,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0508",63,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0509",63,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0510",63,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0511",50,13,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0512",34,14,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0513",28,0,35,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0514",21,42,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0515",62,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0516",62,0,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__Rotaria__NA__Seq_0517",62,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0518",24,38,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0519",61,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0520",61,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0521",52,0,9,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0522",50,0,11,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0523",45,16,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0524",42,19,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0525",39,22,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0526",36,0,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0527",13,0,48,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0528",12,18,31,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0529",60,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0530",60,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0531",42,4,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0532",28,0,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0533",24,0,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0534",24,0,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0535",20,0,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0536",20,11,29,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0537",11,18,31,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0538",59,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0539",59,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0540",59,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0541",59,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0542",59,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0543",51,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0544",46,13,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0545",23,22,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0546",21,38,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0547",18,20,21,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0548",13,0,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0549",12,24,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0550",58,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0551",58,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0552",58,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0553",52,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0554",45,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0555",36,0,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0556",31,27,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0557",23,35,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0558",16,0,42,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0559",16,0,42,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0560",57,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0561",57,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0562",57,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0563",57,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0564",50,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0565",47,10,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0566",44,13,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0567",39,0,18,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0568",30,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0569",14,0,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0570",10,0,47,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0571",56,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0572",56,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0573",56,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_0574",56,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0575",56,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0576",56,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0577",36,20,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0578",29,27,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0579",25,19,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0580",16,0,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0581",8,34,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0582",55,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0583",46,9,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0584",39,16,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_0585",38,17,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0586",38,17,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0587",37,18,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0588",35,0,20,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0589",33,22,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0590",26,12,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0591",26,5,24,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0592",17,38,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0593",16,14,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0594",11,25,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0595",5,50,0,0,0,0,0
"Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA__Seq_0596",54,0,0,0,0,0,0
"Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Aporrectodea__NA__Seq_0597",54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0598",54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0599",54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0600",54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0601",54,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0602",42,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0603",37,17,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0604",32,0,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0605",31,23,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0606",31,0,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0607",26,7,21,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0608",22,11,21,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0609",11,0,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0610",53,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0611",53,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0612",53,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0613",44,9,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_0614",37,0,16,0,0,0,0
