"","tmp.hash","tmp.tx","wholetax.tg"
"159","c32c92b67c1fe5b4bb26a1f3f7868fa1185b3041","Taxon_159","Metazoa__NA__NA__NA__NA__NA__NA"
"160","aa07e23e6d0c007a6c74b65b61b1fcf8471e90e2","Taxon_160","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA"
"161","40b2d1f0cd5408e68adb8ac851cbe7aab4b716a3","Taxon_161","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"162","d097690cf87505c57bccb78f672cfa68ac136e51","Taxon_162","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Dendrodrilus__Dendrodrilus rubidus"
"163","fa870c49c7844f326752afaecdced611d751f8f9","Taxon_163","Metazoa__NA__NA__NA__NA__NA__NA"
"164","5db6e86e9f651850b19ff10fa5a872194e808a14","Taxon_164","Metazoa__NA__NA__NA__NA__NA__NA"
"165","bf6b39057daaa8dd69af8dbf8aca77ad142fc277","Taxon_165","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA"
"166","956a27c186e64c92d7d9f53ee7654c361f7d4517","Taxon_166","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA"
"167","ea35442c0f902681566def4d17e084fc280d440f","Taxon_167","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA"
"168","114a1d9beb5fc913b3fd631a8ee7a7dee2e23b70","Taxon_168","Metazoa__NA__NA__NA__NA__NA__NA"
"169","d86c1ece2a6ad74bc9cac3bece0dec69d4620f90","Taxon_169","Metazoa__NA__NA__NA__NA__NA__NA"
"170","c1785a7deb47fd14aafea50f6558bea7d92038e1","Taxon_170","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA"
"171","d35178f8b5803db7ae3ba6829f3785db9f633693","Taxon_171","Metazoa__NA__NA__NA__NA__NA__NA"
"172","f60c2ec3c2b619e8cc477580f14d187edeead085","Taxon_172","Metazoa__Nematoda__Chromadorea__Rhabditida__NA__NA__NA"
"173","0357424c05e0a5b97188127625908fb99f63df36","Taxon_173","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Lumbricus__Lumbricus terrestris"
"174","b0ee19b4d1edf72e44e9de13b766c907e8119add","Taxon_174","Metazoa__NA__NA__NA__NA__NA__NA"
"175","e3dfeff666c54d20d40b1e59a3b383f8afa9f338","Taxon_175","Metazoa__NA__NA__NA__NA__NA__NA"
"176","b36f2be300f14ad93b4ed82c6ca39e0351dbafc6","Taxon_176","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"177","7d514cd3d504fe6efe176a1f0a7f4aa1a2c7073c","Taxon_177","Metazoa__NA__NA__NA__NA__NA__NA"
"178","bfcc896584c3ea7326bd66544a1c8c18ba80a6f2","Taxon_178","Metazoa__NA__NA__NA__NA__NA__NA"
"179","9fa2c080e723f4110a47bed2f88ba6cff8816ac8","Taxon_179","Fungi__NA__NA__NA__NA__NA__NA"
"180","718aa510fe7949866f01a8be75d1e850bea43f90","Taxon_180","Metazoa__NA__NA__NA__NA__NA__NA"
"181","d613a4d70179aa98c5e4346145b1b84272bf8db8","Taxon_181","Metazoa__NA__NA__NA__NA__NA__NA"
"182","d8eade1fd7cd0d0350d2829b7d77844ca5facffc","Taxon_182","Metazoa__NA__NA__NA__NA__NA__NA"
"183","880f9f1ecaf906c946b4b02c00e412509e919b42","Taxon_183","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA"
"184","e69f43d0c8af44c4fe8436c5c6b4d2fd5ae95d82","Taxon_184","Metazoa__NA__NA__NA__NA__NA__NA"
"185","a51a5e3a1c5b68bca299e9bafc87773d0f8215ea","Taxon_185","Metazoa__Chordata__Mammalia__Rodentia__Castoridae__Castor__Castor canadensis"
"186","248a31536fbf08239cc32bd4333805d45ded2dfe","Taxon_186","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"187","f4ac455e054c449cce535b7c9e6a10467fc8163a","Taxon_187","Metazoa__Nematoda__Chromadorea__NA__NA__NA__NA"
"188","ffc22cc6ae3c236d998b0f045ccd446f3bea8fa6","Taxon_188","Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA"
"189","f46769fced4b948f56820ab108e8dce848a9de1d","Taxon_189","Metazoa__NA__NA__NA__NA__NA__NA"
"190","23c3c791d714cf19da739e7a95587159f59286f1","Taxon_190","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Dero__NA"
"191","c50c35b2b2549e16a731452f7f8f5b2437fc68fc","Taxon_191","Metazoa__NA__NA__NA__NA__NA__NA"
"192","33669bb20278c18cf21ecbc34c0d5d6d4967b5ef","Taxon_192","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA"
"193","5d8586356d13d7b48d747ac164086566ae95d42f","Taxon_193","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"194","970925906e0b3d20b2b1ae982da09669f0d9b687","Taxon_194","Metazoa__Annelida__NA__NA__NA__NA__NA"
"195","5b121c19a34a139e4c20a0b1e057c88bfeddff1f","Taxon_195","Metazoa__NA__NA__NA__NA__NA__NA"
"196","eb82a539f7063677cb938dc114ebeb399634b214","Taxon_196","Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA"
"197","bedad4eb672afcca765002959eb04d660e059cbf","Taxon_197","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__Rhyacodrilus__Rhyacodrilus falciformis"
"198","2bfa62fc3f1b2031e9fb327827d2c7ed41187dd9","Taxon_198","Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA"
"199","1c12e6dc5543e057816ca9995170351d1b85a0ff","Taxon_199","Metazoa__Chordata__Amphibia__Anura__NA__NA__NA"
"200","8b7232c668c4f3177c04078476765cb08c9b22c3","Taxon_200","Metazoa__NA__NA__NA__NA__NA__NA"
